ReviewID,RecordKey,SourceSheet,SourceRowNumber,RecordID,AssetName,WorkType,RequestLetterNo,FailureDescriptionRaw,OperationDescriptionRaw,RelatedMachineCode,MachineName,PartName,PartCode,WorkDate,WorkedHours,ProcessStatus,RepairDeliveryOrProductionStartDate,MoldDeliveryToProductionDate,ApprovalFormStatus,ReviewReason,MoldCodeReviewStatus,AssignedMoldCode,ReviewerNote,HistoricalClassification,HistoricalCandidateMoldCodes,ProposedReviewAction
MMCR-1405-0001,1405-فروردین-38,فروردین,39,38,قالب پراید خاردار,قالب تعمیری,,اصلاح کفی قالب,کفتراشی,,7101,bottom plate,2,1405/01/08,6.5,,,,,Repair mold record with blank MoldCode; automatic MoldCode assignment prohibited,OPEN,,,AMBIGUOUS_HISTORICAL_NAME,21355 | ML21355-01S,NEEDS_MOLD_MASTER
MMCR-1405-0076,1405-اردیبهشت-296,اردیبهشت,297,296,قالب جلو ریو,قالب تعمیری,,قالب جدید ساخته شده امینی(عیب یابی),وایر,,7603,mold,,1405/02/14,12,,,,,Repair mold record with blank MoldCode; automatic MoldCode assignment prohibited,OPEN,,,AMBIGUOUS_HISTORICAL_NAME,ML23873-02S | ML23873-03S,NEEDS_MOLD_MASTER
MMCR-1405-0077,1405-اردیبهشت-300,اردیبهشت,301,300,قالب جلو ریو,قالب تعمیری,,قالب جدید ساخته شده امینی(عیب یابی),وایر,,7603,mold,,1405/02/16,12,,,,,Repair mold record with blank MoldCode; automatic MoldCode assignment prohibited,OPEN,,,AMBIGUOUS_HISTORICAL_NAME,ML23873-02S | ML23873-03S,NEEDS_MOLD_MASTER
MMCR-1405-0078,1405-اردیبهشت-339,اردیبهشت,340,339,قالب عقب F12,قالب تعمیری,,ساخت Matrix جدید,کفتراشی,,7102,top plate,,1405/02/16,3.5,,,,,Repair mold record with blank MoldCode; automatic MoldCode assignment prohibited,OPEN,,,NO_HISTORICAL_MATCH,,MANUAL_REVIEW
MMCR-1405-0079,1405-اردیبهشت-364,اردیبهشت,365,364,قالب عقب F12,قالب تعمیری,,ساخت Matrix جدید,دورتراشی,,7102,top plate,,1405/02/16,3.25,,,,,Repair mold record with blank MoldCode; automatic MoldCode assignment prohibited,OPEN,,,NO_HISTORICAL_MATCH,,MANUAL_REVIEW
MMCR-1405-0080,1405-اردیبهشت-371,اردیبهشت,372,371,قالب پژو 405 دیسکی,قالب تعمیری,,قالب جدید ساخته شده امینی(عیب یابی),بستن قالب,,مونتاژ,top plate,3,1405/02/16,1,,,,,Repair mold record with blank MoldCode; automatic MoldCode assignment prohibited,OPEN,,,NO_HISTORICAL_MATCH,,MANUAL_REVIEW
MMCR-1405-0081,1405-اردیبهشت-391,اردیبهشت,392,391,قالب شیم پژو 405,قالب تعمیری,,ساخت سنبه جدید,سنگ زنی,,7502,Mandrel,4,1405/02/16,1,,,,,Repair mold record with blank MoldCode; automatic MoldCode assignment prohibited,OPEN,,,NO_HISTORICAL_MATCH,,MANUAL_REVIEW
MMCR-1405-0082,1405-اردیبهشت-388,اردیبهشت,389,388,قالب شیم پژو 405,قالب تعمیری,,سنگ زنی,باز کردن قالب,,دمونتاژ,mold,,1405/02/17,1,,,,,Repair mold record with blank MoldCode; automatic MoldCode assignment prohibited,OPEN,,,NO_HISTORICAL_MATCH,,MANUAL_REVIEW
MMCR-1405-0083,1405-اردیبهشت-403,اردیبهشت,404,403,قالب عقب F12,قالب تعمیری,,ساخت Matrix جدید,دورتراشی,,7102,top plate,,1405/02/17,7.5,,,,,Repair mold record with blank MoldCode; automatic MoldCode assignment prohibited,OPEN,,,NO_HISTORICAL_MATCH,,MANUAL_REVIEW
MMCR-1405-0084,1405-اردیبهشت-411,اردیبهشت,412,411,قالب عقب F12,قالب تعمیری,,ساخت Matrix جدید,دورتراشی,,7102,top plate,,1405/02/19,4,,,,,Repair mold record with blank MoldCode; automatic MoldCode assignment prohibited,OPEN,,,NO_HISTORICAL_MATCH,,MANUAL_REVIEW
MMCR-1405-0085,1405-اردیبهشت-414,اردیبهشت,415,414,قالب عقب F12,قالب تعمیری,,ساخت Matrix جدید,دورتراشی,,7102,bottom plate,,1405/02/19,4.5,,,,,Repair mold record with blank MoldCode; automatic MoldCode assignment prohibited,OPEN,,,NO_HISTORICAL_MATCH,,MANUAL_REVIEW
MMCR-1405-0086,1405-اردیبهشت-415,اردیبهشت,416,415,قالب شیم پژو 405,قالب تعمیری,,ساخت سنبه ، ماتریس جدید,کفتراشی,,7102,Matrix,1,1405/02/19,6.5,,,,,Repair mold record with blank MoldCode; automatic MoldCode assignment prohibited,OPEN,,,NO_HISTORICAL_MATCH,,MANUAL_REVIEW
MMCR-1405-0087,1405-اردیبهشت-445,اردیبهشت,446,445,قالب عقب F12,قالب تعمیری,,ساخت Matrix جدید,دورتراشی,,7103,top plate,,1405/02/20,6.333333333333333,,,,,Repair mold record with blank MoldCode; automatic MoldCode assignment prohibited,OPEN,,,NO_HISTORICAL_MATCH,,MANUAL_REVIEW
MMCR-1405-0088,1405-اردیبهشت-447,اردیبهشت,448,447,قالب شیم پژو 405,قالب تعمیری,,ساخت سنبه ، ماتریس جدید,دورتراشی,,7102,Matrix,1,1405/02/20,5.5,,,,,Repair mold record with blank MoldCode; automatic MoldCode assignment prohibited,OPEN,,,NO_HISTORICAL_MATCH,,MANUAL_REVIEW
MMCR-1405-0089,1405-اردیبهشت-448,اردیبهشت,449,448,قالب شیم ریو,قالب تعمیری,,ساخت سنبه ، ماتریس جدید,دورتراشی,,7102,matrix,1,1405/02/20,5.5,,,,,Repair mold record with blank MoldCode; automatic MoldCode assignment prohibited,OPEN,,,NO_HISTORICAL_MATCH,,MANUAL_REVIEW
MMCR-1405-0090,1405-اردیبهشت-469,اردیبهشت,470,469,قالب جلو ریو,قالب تعمیری,,قالب جدید ساخته شده امینی(عیب یابی),بستن قالب,,دمونتاژ,bottom plate,,1405/02/20,2,,,,,Repair mold record with blank MoldCode; automatic MoldCode assignment prohibited,OPEN,,,AMBIGUOUS_HISTORICAL_NAME,ML23873-02S | ML23873-03S,NEEDS_MOLD_MASTER
MMCR-1405-0091,1405-اردیبهشت-485,اردیبهشت,486,485,قالب عقب F12,قالب تعمیری,,ساخت Matrix جدید,فرز 20 ، 25,,7202,Mandrel,,1405/02/21,4.5,,,,,Repair mold record with blank MoldCode; automatic MoldCode assignment prohibited,OPEN,,,NO_HISTORICAL_MATCH,,MANUAL_REVIEW
MMCR-1405-0092,1405-اردیبهشت-490,اردیبهشت,491,490,قالب شیم ریو,قالب تعمیری,,ساخت سنبه ، ماتریس جدید,دورتراشی,,7102,matrix,1,1405/02/21,4.5,,,,,Repair mold record with blank MoldCode; automatic MoldCode assignment prohibited,OPEN,,,NO_HISTORICAL_MATCH,,MANUAL_REVIEW
MMCR-1405-0093,1405-اردیبهشت-502,اردیبهشت,503,502,قالب برشی SAF,قالب تعمیری,,سنگ زنی سنبه و ماتریس,سنگ زنی,,7502,Matrix,1,1405/02/21,1,,,,,Repair mold record with blank MoldCode; automatic MoldCode assignment prohibited,OPEN,,,HISTORICAL_UNIQUE_NAME,1,VERIFY_HISTORY_THEN_ASSIGN
MMCR-1405-0094,1405-اردیبهشت-503,اردیبهشت,504,503,قالب برشی SAF,قالب تعمیری,,سنگ زنی سنبه و ماتریس,سنگ زنی,,7502,Mandrel,2,1405/02/21,1,,,,,Repair mold record with blank MoldCode; automatic MoldCode assignment prohibited,OPEN,,,HISTORICAL_UNIQUE_NAME,1,VERIFY_HISTORY_THEN_ASSIGN
MMCR-1405-0095,1405-اردیبهشت-506,اردیبهشت,507,506,قالب برشی SAF,قالب تعمیری,,سنگ زنی سنبه و ماتریس,باز کردن قالب,,دمونتاژ,mold,,1405/02/21,2,,,,,Repair mold record with blank MoldCode; automatic MoldCode assignment prohibited,OPEN,,,HISTORICAL_UNIQUE_NAME,1,VERIFY_HISTORY_THEN_ASSIGN
MMCR-1405-0096,1405-اردیبهشت-507,اردیبهشت,508,507,قالب پژو 405 دیسکی,قالب تعمیری,,قالب جدید ساخته شده امینی(عیب یابی),گوه تراشی,,مونتاژ,mold,,1405/02/21,3,,,,,Repair mold record with blank MoldCode; automatic MoldCode assignment prohibited,OPEN,,,NO_HISTORICAL_MATCH,,MANUAL_REVIEW
MMCR-1405-0097,1405-اردیبهشت-513,اردیبهشت,514,513,قالب پژو 405 دیسکی,قالب تعمیری,,قالب جدید ساخته شده امینی(عیب یابی),وایر,,7603,میل راهنما,,1405/02/21,4,,,,,Repair mold record with blank MoldCode; automatic MoldCode assignment prohibited,OPEN,,,NO_HISTORICAL_MATCH,,MANUAL_REVIEW
MMCR-1405-0098,1405-اردیبهشت-526,اردیبهشت,527,526,صفحه قالب 50*50,قالب تعمیری,,سنگ زنی صفحه خام,سنگ زنی,,7502,bottom plate,2,1405/02/22,4,,,,,Repair mold record with blank MoldCode; automatic MoldCode assignment prohibited,OPEN,,,NO_HISTORICAL_MATCH,,MANUAL_REVIEW
MMCR-1405-0099,1405-اردیبهشت-535,اردیبهشت,536,535,قالب جلو ریو,قالب تعمیری,,ساخت پشت سنبه,وایر,,7603,پشت سنبه ای,,1405/02/22,12,,,,,Repair mold record with blank MoldCode; automatic MoldCode assignment prohibited,OPEN,,,AMBIGUOUS_HISTORICAL_NAME,ML23873-02S | ML23873-03S,NEEDS_MOLD_MASTER
MMCR-1405-0100,1405-اردیبهشت-556,اردیبهشت,557,556,صفحه قالب 50*50,قالب تعمیری,,سنگ زنی صفحه خام,سنگ زنی,,7502,bottom plate,2,1405/02/23,7,,,,,Repair mold record with blank MoldCode; automatic MoldCode assignment prohibited,OPEN,,,NO_HISTORICAL_MATCH,,MANUAL_REVIEW
MMCR-1405-0101,1405-اردیبهشت-558,اردیبهشت,559,558,قالب جلو ریو,قالب تعمیری,,ساخت پشت سنبه,سنگ زنی,,7502,پشت سنبه ای,,1405/02/23,1,,,,,Repair mold record with blank MoldCode; automatic MoldCode assignment prohibited,OPEN,,,AMBIGUOUS_HISTORICAL_NAME,ML23873-02S | ML23873-03S,NEEDS_MOLD_MASTER
MMCR-1405-0102,1405-اردیبهشت-565,اردیبهشت,566,565,قالب پژو 405 دیسکی,قالب تعمیری,,قالب جدید ساخته شده امینی(عیب یابی),وایر,,7603,پشت سنبه ای,,1405/02/23,8,,,,,Repair mold record with blank MoldCode; automatic MoldCode assignment prohibited,OPEN,,,NO_HISTORICAL_MATCH,,MANUAL_REVIEW
MMCR-1405-0103,1405-اردیبهشت-595,اردیبهشت,596,595,قالب جلو ریو,قالب تعمیری,,ساخت پشت سنبه,سنگ زنی,,7502,پشت سنبه ای,,1405/02/24,2,,,,,Repair mold record with blank MoldCode; automatic MoldCode assignment prohibited,OPEN,,,AMBIGUOUS_HISTORICAL_NAME,ML23873-02S | ML23873-03S,NEEDS_MOLD_MASTER
MMCR-1405-0104,1405-اردیبهشت-604,اردیبهشت,605,604,قالب پژو 405 دیسکی,قالب تعمیری,,قالب جدید ساخته شده امینی(عیب یابی),سوراخکاری,,7401,پشت سنبه ای,,1405/02/25,2,,,,,Repair mold record with blank MoldCode; automatic MoldCode assignment prohibited,OPEN,,,NO_HISTORICAL_MATCH,,MANUAL_REVIEW
MMCR-1405-0105,1405-اردیبهشت-613,اردیبهشت,614,613,قالب پژو 405 دیسکی,قالب تعمیری,,قالب جدید ساخته شده امینی(عیب یابی),بستن قالب,,مونتاژ,top plate,1,1405/02/25,2,,,,,Repair mold record with blank MoldCode; automatic MoldCode assignment prohibited,OPEN,,,NO_HISTORICAL_MATCH,,MANUAL_REVIEW
MMCR-1405-0106,1405-اردیبهشت-619,اردیبهشت,620,619,قالب پژو 405 دیسکی,قالب تعمیری,,قالب جدید ساخته شده امینی(عیب یابی),سنگ زنی,,7502,پشت سنبه ای,,1405/02/26,2,,,,,Repair mold record with blank MoldCode; automatic MoldCode assignment prohibited,OPEN,,,NO_HISTORICAL_MATCH,,MANUAL_REVIEW
MMCR-1405-0107,1405-اردیبهشت-634,اردیبهشت,635,634,قالب پژو 405 دیسکی,قالب تعمیری,,قالب جدید ساخته شده امینی(عیب یابی),برش پیچ,,مونتاژ,پیچ,,1405/02/26,1,,,,,Repair mold record with blank MoldCode; automatic MoldCode assignment prohibited,OPEN,,,NO_HISTORICAL_MATCH,,MANUAL_REVIEW
MMCR-1405-0108,1405-اردیبهشت-635,اردیبهشت,636,635,قالب پژو 405 دیسکی,قالب تعمیری,,قالب جدید ساخته شده امینی(عیب یابی),بستن قالب,,مونتاژ,mold,,1405/02/26,6,,,,,Repair mold record with blank MoldCode; automatic MoldCode assignment prohibited,OPEN,,,NO_HISTORICAL_MATCH,,MANUAL_REVIEW
MMCR-1405-0109,1405-اردیبهشت-654,اردیبهشت,655,654,قالب پژو 405 دیسکی,قالب تعمیری,,قالب جدید ساخته شده امینی(عیب یابی),بستن قالب,,مونتاژ,mold,,1405/02/26,2,OK,,,,Repair mold record with blank MoldCode; automatic MoldCode assignment prohibited,OPEN,,,NO_HISTORICAL_MATCH,,MANUAL_REVIEW
MMCR-1405-0110,1405-اردیبهشت-655,اردیبهشت,656,655,قالب پژو 405 دیسکی,قالب تعمیری,,قالب جدید ساخته شده امینی(عیب یابی),سوراخکاری,,7401,bottom plate,2,1405/02/26,1,,,,,Repair mold record with blank MoldCode; automatic MoldCode assignment prohibited,OPEN,,,NO_HISTORICAL_MATCH,,MANUAL_REVIEW
MMCR-1405-0111,1405-اردیبهشت-656,اردیبهشت,657,656,قالب پژو 405 دیسکی,قالب تعمیری,,قالب جدید ساخته شده امینی(عیب یابی),بستن قالب,,مونتاژ,mold,,1405/02/26,4,OK,,,,Repair mold record with blank MoldCode; automatic MoldCode assignment prohibited,OPEN,,,NO_HISTORICAL_MATCH,,MANUAL_REVIEW
MMCR-1405-0112,1405-اردیبهشت-671,اردیبهشت,672,671,صفحه قالب 50*50,قالب تعمیری,,سنگ زنی صفحه خام,سنگ زنی,,7502,bottom plate,2,1405/02/27,6,,,,,Repair mold record with blank MoldCode; automatic MoldCode assignment prohibited,OPEN,,,NO_HISTORICAL_MATCH,,MANUAL_REVIEW
MMCR-1405-0113,1405-اردیبهشت-673,اردیبهشت,674,673,قالب پژو 405 دیسکی,قالب تعمیری,,قالب جدید ساخته شده امینی(عیب یابی),بستن قالب,,مونتاژ,Mold,,1405/02/27,2,,,,,Repair mold record with blank MoldCode; automatic MoldCode assignment prohibited,OPEN,,,NO_HISTORICAL_MATCH,,MANUAL_REVIEW
MMCR-1405-0114,1405-اردیبهشت-681,اردیبهشت,682,681,قالب پژو 405 دیسکی,قالب تعمیری,,قالب جدید ساخته شده امینی(عیب یابی),باز کردن صفحه,,مونتاژ,صفحه,,1405/02/27,2,,,,,Repair mold record with blank MoldCode; automatic MoldCode assignment prohibited,OPEN,,,NO_HISTORICAL_MATCH,,MANUAL_REVIEW
MMCR-1405-0115,1405-اردیبهشت-685,اردیبهشت,686,685,قالب پژو 405 دیسکی,قالب تعمیری,,قالب جدید ساخته شده امینی(عیب یابی),باز کردن صفحه,,مونتاژ,صفحه,,1405/02/27,2,,,,,Repair mold record with blank MoldCode; automatic MoldCode assignment prohibited,OPEN,,,NO_HISTORICAL_MATCH,,MANUAL_REVIEW
MMCR-1405-0116,1405-اردیبهشت-798,اردیبهشت,799,798,قالب پژو 405 دیسکی,قالب تعمیری,,قالب جدید ساخته شده امینی(عیب یابی),باز کردن صفحه,,دمونتاژ,صفحه,,1405/02/31,2,,,,,Repair mold record with blank MoldCode; automatic MoldCode assignment prohibited,OPEN,,,NO_HISTORICAL_MATCH,,MANUAL_REVIEW
MMCR-1405-0117,1405-خرداد-12,خرداد,13,12,قالب پژو 405 دیسکی,قالب تعمیری,,قالب جدید ساخته شده امینی(عیب یابی),وایر,,7603,بلوک,,1405/03/01,7,,,,,Repair mold record with blank MoldCode; automatic MoldCode assignment prohibited,OPEN,,,NO_HISTORICAL_MATCH,,MANUAL_REVIEW
MMCR-1405-0118,1405-خرداد-17,خرداد,18,17,قالب پژو 405 دیسکی,قالب تعمیری,,قالب جدید ساخته شده امینی(عیب یابی),وایر,,7603,بلوک,,1405/03/02,12,,,,,Repair mold record with blank MoldCode; automatic MoldCode assignment prohibited,OPEN,,,NO_HISTORICAL_MATCH,,MANUAL_REVIEW
MMCR-1405-0119,1405-خرداد-19,خرداد,20,19,قالب پژو 405 دیسکی,قالب تعمیری,,قالب جدید ساخته شده امینی(عیب یابی),وایر,,7602,بلوک,,1405/03/02,7,,,,,Repair mold record with blank MoldCode; automatic MoldCode assignment prohibited,OPEN,,,NO_HISTORICAL_MATCH,,MANUAL_REVIEW
MMCR-1405-0120,1405-خرداد-64,خرداد,65,64,قالب پژو 405 دیسکی,قالب تعمیری,,قالب جدید ساخته شده امینی(عیب یابی),وایر,,7605,بلوک,,1405/03/03,12,,,,,Repair mold record with blank MoldCode; automatic MoldCode assignment prohibited,OPEN,,,NO_HISTORICAL_MATCH,,MANUAL_REVIEW
MMCR-1405-0121,1405-خرداد-66,خرداد,67,66,قالب پژو 405 دیسکی,قالب تعمیری,,قالب جدید ساخته شده امینی(عیب یابی),بستن صفحه زیر,,مونتاژ,Bottom Plate,2,1405/03/03,2,,,,,Repair mold record with blank MoldCode; automatic MoldCode assignment prohibited,OPEN,,,NO_HISTORICAL_MATCH,,MANUAL_REVIEW
MMCR-1405-0122,1405-خرداد-70,خرداد,71,70,قالب پژو 405 دیسکی,قالب تعمیری,,قالب جدید ساخته شده امینی(عیب یابی),بستن صفحه زیر,,مونتاژ,Bottom Plate,2,1405/03/03,2.5,,,,,Repair mold record with blank MoldCode; automatic MoldCode assignment prohibited,OPEN,,,NO_HISTORICAL_MATCH,,MANUAL_REVIEW
MMCR-1405-0123,1405-خرداد-128,خرداد,129,128,قالب جلو ریو,قالب تعمیری,,ساخت پشت سنبه,سوراخکاری,,7401,پشت سمبه ای,,1405/03/07,2,,,,,Repair mold record with blank MoldCode; automatic MoldCode assignment prohibited,OPEN,,,AMBIGUOUS_HISTORICAL_NAME,ML23873-02S | ML23873-03S,NEEDS_MOLD_MASTER
MMCR-1405-0124,1405-خرداد-145,خرداد,146,145,قالب جلو ریو,قالب تعمیری,,ساخت پشت سنبه,بستن قالب,,مونتاژ,قالب,,1405/03/09,2,,,,,Repair mold record with blank MoldCode; automatic MoldCode assignment prohibited,OPEN,,,AMBIGUOUS_HISTORICAL_NAME,ML23873-02S | ML23873-03S,NEEDS_MOLD_MASTER
MMCR-1405-0125,1405-خرداد-162,خرداد,163,162,قالب جلو ریو,قالب تعمیری,,ساخت پشت سنبه,سوراخکاری,,7401,top Plate,3,1405/03/09,1,,,,,Repair mold record with blank MoldCode; automatic MoldCode assignment prohibited,OPEN,,,AMBIGUOUS_HISTORICAL_NAME,ML23873-02S | ML23873-03S,NEEDS_MOLD_MASTER
MMCR-1405-0126,1405-خرداد-163,خرداد,164,163,قالب جلو ریو,قالب تعمیری,,ساخت پشت سنبه,بستن قالب,,مونتاژ,MOLd,,1405/03/09,8,,,,,Repair mold record with blank MoldCode; automatic MoldCode assignment prohibited,OPEN,,,AMBIGUOUS_HISTORICAL_NAME,ML23873-02S | ML23873-03S,NEEDS_MOLD_MASTER
MMCR-1405-0127,1405-خرداد-184,خرداد,185,184,قالب جلو ریو,قالب تعمیری,,ساخت پشت سنبه,بستن قالب,,مونتاژ,Bottom Plate,2,1405/03/10,2.5,,,,,Repair mold record with blank MoldCode; automatic MoldCode assignment prohibited,OPEN,,,AMBIGUOUS_HISTORICAL_NAME,ML23873-02S | ML23873-03S,NEEDS_MOLD_MASTER
MMCR-1405-0128,1405-خرداد-195,خرداد,196,195,قالب توری بادسان,قالب تعمیری,1707,سنگ زنی قالب,سنگ زنی,6003,7502,Mandrel,2,1405/03/11,1,,,,,Repair mold record with blank MoldCode; automatic MoldCode assignment prohibited,OPEN,,,NO_HISTORICAL_MATCH,,MANUAL_REVIEW
MMCR-1405-0129,1405-خرداد-211,خرداد,212,211,قالب توری بادسان,قالب تعمیری,1707,سنگ زنی قالب,باز کردن قالب,6003,دمونتاژ,Mold,,1405/03/11,0.5,,,,,Repair mold record with blank MoldCode; automatic MoldCode assignment prohibited,OPEN,,,NO_HISTORICAL_MATCH,,MANUAL_REVIEW
MMCR-1405-0130,1405-خرداد-212,خرداد,213,212,قالب توری بادسان,قالب تعمیری,1707,سنگ زنی قالب,درآوردن پیم,6003,مونتاژ,Mold,,1405/03/11,2,,,,,Repair mold record with blank MoldCode; automatic MoldCode assignment prohibited,OPEN,,,NO_HISTORICAL_MATCH,,MANUAL_REVIEW
MMCR-1405-0131,1405-خرداد-229,خرداد,230,229,قالب BPW تاجدار,قالب تعمیری,1707,سنگ زنی قالب,سنگ زنی,6003,7502,Mandrel,2,1405/03/12,2,,,,,Repair mold record with blank MoldCode; automatic MoldCode assignment prohibited,OPEN,,,NO_HISTORICAL_MATCH,,MANUAL_REVIEW
MMCR-1405-0132,1405-خرداد-232,خرداد,233,232,قالب BPW تاجدار,قالب تعمیری,896,سنگ زنی قالب,وایر,6003,7602,Mandrel,4,1405/03/12,6,,,,,Repair mold record with blank MoldCode; automatic MoldCode assignment prohibited,OPEN,,,NO_HISTORICAL_MATCH,,MANUAL_REVIEW
MMCR-1405-0133,1405-خرداد-235,خرداد,236,235,قالب پیلسان,قالب تعمیری,,سنگ زنی قالب,باز کردن قالب,,دمونتاژ,Mold,,1405/03/12,4,,,,,Repair mold record with blank MoldCode; automatic MoldCode assignment prohibited,OPEN,,,NO_HISTORICAL_MATCH,,MANUAL_REVIEW
MMCR-1405-0134,1405-خرداد-313,خرداد,314,313,قالب سوراخکاری 70028,قالب تعمیری,1710,شکستن 1 عدد سنبه ، وایر کردن آن,وایر,6001,7605,Mandrel,4,1405/03/17,8,,,,,Repair mold record with blank MoldCode; automatic MoldCode assignment prohibited,OPEN,,,NO_HISTORICAL_MATCH,,MANUAL_REVIEW
MMCR-1405-0135,1405-خرداد-314,خرداد,315,314,قالب جلو ریو,قالب تعمیری,,اصلاح قالب,باز کردن صفحه,,دمونتاژ,Bottom Plate,2,1405/03/17,2,,,,,Repair mold record with blank MoldCode; automatic MoldCode assignment prohibited,OPEN,,,AMBIGUOUS_HISTORICAL_NAME,ML23873-02S | ML23873-03S,NEEDS_MOLD_MASTER
MMCR-1405-0136,1405-خرداد-322,خرداد,323,322,قالب سوراخکاری 70028,قالب تعمیری,1710,شکستن 1 عدد سنبه ، وایر کردن آن,فرز 12,6001,7204,آشغال ریز,,1405/03/18,11,,,,,Repair mold record with blank MoldCode; automatic MoldCode assignment prohibited,OPEN,,,NO_HISTORICAL_MATCH,,MANUAL_REVIEW
MMCR-1405-0137,1405-خرداد-332,خرداد,333,332,قالب توری پگاسوز,قالب تعمیری,,شکستن سنبه,وایر,,7601,Mandrel,4,1405/03/18,12,,,,,Repair mold record with blank MoldCode; automatic MoldCode assignment prohibited,OPEN,,,AMBIGUOUS_HISTORICAL_NAME,30303 | 30425,NEEDS_MOLD_MASTER
MMCR-1405-0138,1405-خرداد-336,خرداد,337,336,قالب جلو ریو,قالب تعمیری,,اصلاح قالب,فرز بادی ،بستن نهایی قالب,,مونتاژ,Mold,,1405/03/18,5,OK,,,,Repair mold record with blank MoldCode; automatic MoldCode assignment prohibited,OPEN,,,AMBIGUOUS_HISTORICAL_NAME,ML23873-02S | ML23873-03S,NEEDS_MOLD_MASTER
MMCR-1405-0139,1405-خرداد-422,خرداد,423,422,قالب پخت کلاچ پژو 405,قالب تعمیری,,تعویض پین,تعویض پین,,مونتاژ,MOld,,1405/03/22,0.5,,,,,Repair mold record with blank MoldCode; automatic MoldCode assignment prohibited,OPEN,,,AMBIGUOUS_HISTORICAL_NAME,01S | 02S | 03S | 07S | 10S | 11S | MC30243-04S | MC30243-07S,NEEDS_MOLD_MASTER
MMCR-1405-0140,1405-خرداد-407,خرداد,408,407,قالب پخت کلاچ پژو 405,قالب تعمیری,,تعویض پین,تعویض پین,,مونتاژ,MOld,,1405/03/23,2,,,,,Repair mold record with blank MoldCode; automatic MoldCode assignment prohibited,OPEN,,,AMBIGUOUS_HISTORICAL_NAME,01S | 02S | 03S | 07S | 10S | 11S | MC30243-04S | MC30243-07S,NEEDS_MOLD_MASTER
MMCR-1405-0141,1405-خرداد-429,خرداد,430,429,قالب پخت کلاچ پژو 405,قالب تعمیری,,ساخت پیچ واسطه قالب,تراشکاری,,7301,پیچ واسطه,,1405/03/23,2,,,,,Repair mold record with blank MoldCode; automatic MoldCode assignment prohibited,OPEN,,,AMBIGUOUS_HISTORICAL_NAME,01S | 02S | 03S | 07S | 10S | 11S | MC30243-04S | MC30243-07S,NEEDS_MOLD_MASTER
MMCR-1405-0142,1405-خرداد-447,خرداد,448,447,قالب لودری 70021,قالب تعمیری,1712,شکستن سمبه(ساخت سمبه),وایر,,7605,Mandrel,4,1405/03/23,4,,,,,Repair mold record with blank MoldCode; automatic MoldCode assignment prohibited,OPEN,,,NO_HISTORICAL_MATCH,,MANUAL_REVIEW
MMCR-1405-0143,1405-خرداد-495,خرداد,496,495,قالب لودری 70021,قالب تعمیری,1712,وایر کردن سنبه,سنگ زنی,6001,7502,Matrix,1,1405/03/24,1,,,,,Repair mold record with blank MoldCode; automatic MoldCode assignment prohibited,OPEN,,,NO_HISTORICAL_MATCH,,MANUAL_REVIEW
MMCR-1405-0144,1405-خرداد-494,خرداد,495,494,قالب پیلسان,قالب تعمیری,,سنگ زنی قالب,باز و بستن قالب,,دمونتاژ,Mold,,1405/03/25,2,,,,,Repair mold record with blank MoldCode; automatic MoldCode assignment prohibited,OPEN,,,NO_HISTORICAL_MATCH,,MANUAL_REVIEW
MMCR-1405-0145,1405-خرداد-501,خرداد,502,501,قالب پیلسان,قالب تعمیری,,سنگ زنی قالب,سنگ زنی,,7502,Matrix,1,1405/03/25,1,,,,,Repair mold record with blank MoldCode; automatic MoldCode assignment prohibited,OPEN,,,NO_HISTORICAL_MATCH,,MANUAL_REVIEW
MMCR-1405-0146,1405-خرداد-540,خرداد,541,540,قالب پیلسان,قالب تعمیری,,سنگ زنی قالب,سوراخکاری,,7401,top Plate,3,1405/03/25,0.5,,,,,Repair mold record with blank MoldCode; automatic MoldCode assignment prohibited,OPEN,,,NO_HISTORICAL_MATCH,,MANUAL_REVIEW
MMCR-1405-0147,1405-تیر-42,تیر,43,42,قالب ترابوزا,قالب تعمیری,,لهیدگی Matrix & Mandrel &Crome,سنگ زنی,,7501,Mandrel,,1405/04/02,2,,,,,Repair mold record with blank MoldCode; automatic MoldCode assignment prohibited,OPEN,,,NO_HISTORICAL_MATCH,,MANUAL_REVIEW
MMCR-1405-0148,1405-تیر-103,تیر,104,103,قالب ترابوزا,قالب تعمیری,,لهیدگی Matrix & Mandrel &Crome,سنگ زنی,,7501,Mandrel,4,1405/04/06,8,,,,,Repair mold record with blank MoldCode; automatic MoldCode assignment prohibited,OPEN,,,NO_HISTORICAL_MATCH,,MANUAL_REVIEW
MMCR-1405-0149,1405-تیر-178,تیر,179,178,قالب پخت کلاچ پیکان,قالب تعمیری,,سوپاپ گذاری,تعویض,,مونتاژ,سوپاپ,,1405/04/07,4,,,,,Repair mold record with blank MoldCode; automatic MoldCode assignment prohibited,OPEN,,,AMBIGUOUS_HISTORICAL_NAME,01S | 03S | 04S | 05S | 06S | 07S | 08S | MC30241-02S | MC30241-05S | MC30241-08S,NEEDS_MOLD_MASTER
